Sr No,Symbol,Security Name,Market Cap (INR)              
1225,OSWALAGRO,OSWAL AGRO MILLS LTD     ,1073878208.00
1226,CYBERTECH,CYBERTECH SYSTEMS & SOFTW,1064853449.10
1227,BHAGYANGR,BHAGYANAGAR INDIA LIMITED,1063833750.00
1228,JOCIL,JOCIL LIMITED            ,1048419757.50
1229,MANGALAM,MANGALAM DRUG & CHEM LTD ,1042290130.80
1230,SAGARDEEP,SAGARDEEP ALLOYS LIMITED ,1040501400.00
1231,BALPHARMA,BAL PHARMA LTD.          ,1035291774.60
1232,TPLPLASTEH,TPL PLASTECH LIMITED     ,1012088925.00
1233,KAMATHOTEL,KAMAT HOTELS (I) LTD     ,1003501667.90
1234,MURUDCERA,MURUDESHWAR CERAMICS LTD ,1001431058.10
1235,UVSL,UTTAM VALUE STEELS LTD   ,990798031.50
1236,SIL,STANDARD INDUSTRIES LTD. ,981016350.25
1237,DAMODARIND,DAMODAR INDUSTRIES LTD   ,966833062.80
1238,JMA,JULLUNDUR MOT AGENCY LTD ,949704892.50
1239,MOTOGENFIN,MOTOR & GENERAL FINANCE L,943007076.50
1240,MINDTECK,MINDTECK (INDIA) LIMITED ,932852363.50
1241,ARCHIES,ARCHIES LTD              ,928950000.00
1242,BHAGYAPROP,BHAGYANAGAR PRO LTD      ,927855000.00
1243,VIDEOIND,VIDEOCON INDUSTRIES LIMIT,919761906.25
1244,INTENTECH,INTENSE TECHNOLOGIES LTD ,913670785.10
1245,ONWARDTEC,ONWARD TECHNOLOGIES LTD  ,913596860.00
1246,PUNJLLOYD,PUNJ LLOYD LIMITED       ,906108511.50
1247,NAHARPOLY,NAHAR POLY FILMS LIMITED ,904838068.80
1248,LSIL,LLOYDS STEELS IND. LTD.  ,898323577.00
1249,GTL,GTL LTD                  ,896591651.70
1250,WIPL,THE WESTERN INDIA PLY LTD,891170700.00
1251,SICAGEN,SICAGEN INDIA LIMITED    ,890362890.00
1252,ASAL,AUTOMOTIVE STAMPINGS & AS,889199451.85
1253,MAGADSUGAR,MAGADH SUGAR & ENERGY LTD,888275962.50
1254,CTE,CAMBRIDGE TECH ENTER LTD ,883395675.00
1255,CIMMCO,CIMMCO LIMITED           ,883357389.80
1256,MANUGRAPH,MANUGRAPH INDIA LIMITED  ,874433003.75
1257,GARDENSILK,GARDEN SILK MILLS LTD    ,873212393.75
1258,ROLTA,ROLTA INDIA LTD          ,870929613.75
1259,VISASTEEL,VISA STEEL LIMITED       ,858000000.00
1260,PVP,PVP VENTURES LIMITED     ,857684453.50
1261,TIPSINDLTD,TIPS INDUSTRIES LIMITED  ,850528344.60
1262,ARCHIDPLY,ARCHIDPLY IND. LTD       ,849502500.00
1263,HIGHGROUND,HIGH GROUND ENTP LTD     ,846102225.15
1264,NITESHEST,NITESH ESTATES LTD       ,838534575.00
1265,MUKTAARTS,MUKTA ARTS LIMITED       ,836781660.00
1266,BAGFILMS,B.A.G FILMS AND MEDIA LTD,836367483.05
1267,MORARJEE,MORARJEE TEXTILES LIMITED,835644027.00
1268,BROOKS,BROOKS LAB LIMITED       ,833600733.00
1269,JAGSNPHARM,JAGSONPAL PHARMACEUTICALS,825237000.00
1270,NDGL,NAGA DHUNSERI GROUP LTD  ,824000000.00
1271,AMJLAND,AMJ LAND HOLDINGS LIMITED,822050000.00
1272,GAL,GYSCOAL ALLOYS LTD       ,815119134.00
1273,MBECL,MCNALLY BH. ENG. CO.LTD  ,813103934.70
1274,GLOBALVECT,GLOBAL VEC HELICORP LTD  ,811300000.00
1275,ADLABS,ADLABS ENTERTAINMENT LTD.,810171531.60
1276,STEELXIND,STEEL EXCHANGE INDIA LTD ,805439007.20
1277,CCCL,CONS. CONST. CONSORT LTD ,797022376.00
1278,COMPUSOFT,COMPUCOM SOFTWARE LTD    ,791251880.00
1279,RSSOFTWARE,R. S. SOFTWARE (INDIA) LI,784103699.00
1280,INDOSOLAR,INDOSOLAR LIMITED        ,781340943.60
1281,MRO-TEK,MRO-TEK REALTY LIMITED   ,775410983.00
1282,SAMBHAAV,SAMBHAAV MEDIA LTD       ,773998902.00
1283,CORDSCABLE,CORDS CABLE INDUS LTD.   ,770495688.00
1284,JVLAGRO,JVL AGRO INDUSTRIES LTD  ,764127000.00
1285,IZMO,IZMO LIMITED             ,762897357.95
1286,DOLPHINOFF,DOLPHIN OFF. ENT IND LTD.,759795065.40
1287,AROGRANITE,ARO GRANITE IND. LTD.    ,757350000.00
1288,BANG,BANG OVERSEAS LTD.       ,755970000.00
1289,CORALFINAC,CORAL INDIA FIN & HOUS LT,753172900.00
1290,KOTARISUG,KOTHARI SUG & CHEM LTD.  ,750141649.00
1291,WEIZMANIND,WEIZMANN LTD             ,749584662.40
1292,LOKESHMACH,LOKESH MACHINES LTD      ,745400470.50
1293,ANSALHSG,ANSAL HOUSING LIMITED    ,730445684.40
1294,PRECOT,PRECOT MERIDIAN LIMITED  ,722400000.00
1295,KMSUGAR,K M SUGAR MILLS LTD      ,717601326.00
1296,EON,EON ELECTRIC LIMITED     ,716664558.40
1297,PIRPHYTO,PIRAMAL PHYTOCARE LIMITED,715207367.00
1298,IVRCLINFRA,IVRCL LIMITED            ,704607922.80
1299,REMSONSIND,REMSONS INDUSTRIES LTD   ,701028903.90
1300,ARSSINFRA,ARSS INFRA PROJ. LTD     ,691234166.40
1301,LYKALABS,LYKA LABS LTD            ,685209000.00
1302,GOLDENTOBC,GOLDEN TOBACCO LIMITED   ,678819317.10
1303,PATINTLOG,PATEL INT. LOG. LTD      ,678799639.15
1304,TMRVL,THE MANDHANA RET VENT LTD,675727835.40
1305,PRESSMN,PRESSMAN ADVERTISING LTD ,671609309.80
1306,WEBELSOLAR,WEBSOL ENERGY SYSTEM LTD ,670525247.70
1307,KTIL,KESAR TER & INFRA LTD    ,666514975.00
1308,GAMMNINFRA,GAMMON INFRA PROJ LTD.   ,659281506.80
1309,MOHOTAIND,MOHOTA INDUSTRIES LIMITED,654465594.00
1310,ROLLT,ROLLATAINERS LIMITED     ,650338000.00
1311,SURANAT&P,SURANA TELECOM AND POW LT,638682497.20
1312,BLUECOAST,BLUE COAST HOTELS LIMITED,637422850.00
1313,TAINWALCHM,TAINWALA CHEMICAL AND PLA,631124366.20
1314,SURYALAXMI,SURYALAKSHMI COT MIL LTD ,630212562.00
1315,CANDC,C&C CONST. LTD.          ,625953519.00
1316,ADSL,ALLIED DIGITAL SERV. LTD ,619179443.20
1317,RUCHINFRA,RUCHI INFRASTRUCTURE LTD ,615719826.00
1318,OILCOUNTUB,OIL COUNTRY TUBULAR LTD  ,615624467.00
1319,MAANALU,MAAN ALUMINIUM LIMITED   ,614877297.60
1320,TERASOFT,TERA SOFTWARE LIMITED    ,614333062.50
1321,PIONEEREMB,PIONEER EMBROIDERIES LTD ,611164037.25
1322,ARCOTECH,ARCOTECH LIMITED         ,598500000.00
1323,PRAENG,PRAJAY ENG. SYN. LTD.    ,590957433.95
1324,DNAMEDIA,DILIGENT MEDIA CORP LTD. ,588540090.00
1325,LPDC,LANDMARK PR.DEV.CO.LTD   ,583522746.00
1326,RAJSREESUG,RAJSHREE SUGAR & CHEMICAL,581662592.00
1327,ALMONDZ,ALMONDZ GLOBAL SEC LTD   ,581117509.15
1328,WILLAMAGOR,WILLIAMSON MAGOR         ,568087266.00
1329,ASSAMCO,ASSAM COMPANY INDIA LTD  ,557569733.40
1330,AARVEEDEN,AARVEE DEN. & EXP. LTD   ,551305300.00
1331,DQE,DQ ENTERTAINMENT INT LTD ,543088550.00
1332,CENTEXT,CENTURY EXTRUSIONS LTD   ,536000000.00
1333,TEXMOPIPES,TEXMO PIPE & PRODUCTS LTD,530424000.00
1334,LOTUSEYE,LOTUS EYE HOSP & INST L  ,530306415.00
1335,NIBL,NRB INDUS. BEARINGS LTD. ,527016637.50
1336,BEDMUTHA,BEDMUTHA INDUST LTD      ,520070153.20
1337,ALPA,ALPA LABORATORIES LTD    ,518650790.00
1338,GROBTEA,THE GROB TEA COMPANY LTD ,516830034.50
1339,SUNDARAM,SUNDARAM MULTI PAP LTD   ,516050968.70
1340,LASA,LASA SUPERGENERICS LTD   ,515593324.95
1341,AUSOMENT,AUSOM ENTERPRISE LIMITED ,514289088.00
1342,PREMIERPOL,PREMIER POLYFILM LTD     ,513238127.50
1343,SUNILHITEC,SUNIL HITECH ENGR. LTD   ,511863840.00
1344,WELINV,WELSPUN INV & COMM LTD   ,511626640.00
1345,KSK,KSK ENERGY VENTURES LTD  ,508782928.80
1346,MALUPAPER,MALU PAPER MILLS LIMITED ,504100837.50
1347,ALKALI,ALKALI METALS LTD        ,501488420.50
1348,CNOVAPETRO,CIL NOVA PETROCHEM LTD   ,494575000.00
1349,ESSDEE,ESS DEE ALUM LTD         ,493536289.40
1350,SALSTEEL,S.A.L. STEEL LTD.        ,488558525.00
1351,ATLASCYCLE,ATLAS CYCLE (HARYANA) LTD,484535931.00
1352,ENERGYDEV,ENERGY DEVE. CO.LTD      ,484500000.00
1353,PRAKASHCON,PRAKASH CONSTROWELL LTD  ,483861301.00
1354,BSL,BSL LTD                  ,483217287.60
1355,PKTEA,THE P K TEA PROD CO LTD  ,480170832.90
1356,VENUSREM,VENUS REMEDIES LIMITED   ,478252035.00
1357,SUPREMEINF,SUPREME INFRA. LTD.      ,477989719.20
1358,TOKYOPLAST,TOKYO PLAST INTL LTD     ,477920420.00
1359,BEARDSELL,BEARDSELL LIMITED        ,473468284.80
1360,SATHAISPAT,SATHAVAHANA ISPAT LTD    ,473370000.00
1361,ANIKINDS,ANIK INDUSTRIES LTD      ,470421587.70
1362,DELTAMAGNT,DELTA MAGNETS LIMITED    ,466236558.70
1363,SHIVAMILLS,SHIVA MILLS LIMITED      ,460608366.40
1364,TGBHOTELS,TGB BANQUETS&HOTELS LTD  ,453939200.00
1365,RANASUG,RANA SUGARS LTD.         ,453025069.00
1366,KANANIIND,KANANI INDUSTRIES LTD    ,450149700.00
1367,INDIANCARD,INDIAN CARD CLOTHING CO. ,448967988.00
1368,GANGESSECU,GANGES SECURITIES LIMITED,441662781.05
1369,INDOWIND,INDOWIND ENERGY LTD      ,439733281.40
1370,MADHUCON,MADHUCON PROJECTS LTD.   ,439079893.00
1371,XPROINDIA,XPRO INDIA LIMITED       ,438871042.05
1372,TIJARIA,TIJARIA POLYPIPES LTD    ,438242095.60
1373,AIFL,ASHAPURA INTI FASHION LTD,437417894.10
1374,SELMCL,SEL MANU. CO. LTD.       ,430751100.00
1375,MANAKALUCO,MANAK ALUMINIUM CO. LTD. ,429248027.50
1376,MANAKCOAT,MAN COAT METAL & IND LTD ,429248027.50
1377,BALKRISHNA,BALKRISHNA PAPER MILLS L ,427445791.20
1378,JITFINFRA,JITF INFRALOGISTICS LTD  ,426681519.60
1379,NECCLTD,NORTH EAST CARRY CORP LTD,426677356.00
1380,BKMINDST,BKM INDUSTRIES LIMITED   ,422694622.50
1381,AMDIND,AMD INDUSTRIES LIMITED   ,421668478.00
1382,TARMAT,TARMAT LIMITED           ,420891148.80
1383,OMKARCHEM,OMKAR SPL CHEM LTD       ,419791281.60
1384,CELEBRITY,CELEBRITY FASHIONS LTD   ,419307894.00
1385,AUTOLITIND,AUTOLITE (INDIA) LIMITED ,418178413.40
1386,INDBANK,INDBANK MERCH BANK       ,417155080.00
1387,PALASHSECU,PALASH SECURITIES LTD    ,410127182.00
1388,BIGBLOC,BIGBLOC CONSTRUCTION LTD ,409861796.25
1389,NITINFIRE,NITIN FIRE PROT IND. LTD.,409184741.00
1390,PROVOGE,PROVOGUE (INDIA) LIMITED ,408418197.25
1391,SURANASOL,SURANA SOLAR LIMITED     ,405954450.00
1392,WANBURY,WANBURY LIMITED          ,405614000.70
1393,SIMBHALS,SIMBHAOLI SUGARS LTD.    ,400646004.00
1394,SHARONBIO,SHARON BIO-MEDI LTD      ,395883750.00
1395,LAMBODHARA,LAMBODHARA TEXTILES LTD. ,393639360.00
1396,SUPERSPIN,SUPER SPINNING MILLS LTD ,390500000.00
1397,MADHAV,MADHAV MARBLE & GRANITE  ,390089200.00
1398,SUMEETINDS,SUMEET IND LIMITED       ,388658958.75
1399,SANGHVIFOR,SANGHVI FOR & ENG LTD    ,385709715.30
1400,BVCL,BARAK VALLEY CEM. LTD.   ,377828000.00
1401,VISESHINFO,VISESH INFOTECNICS LTD   ,377443665.50
1402,SHAHALLOYS,SHAH ALLOYS LIMITED      ,376153260.00
1403,JPOLYINVST,JIND POL INV & FIN CO LTD,374750268.85
1404,ORCHIDPHAR,ORCHID PHARMA LIMITED    ,373650173.40
1405,SALONA,SALONA COTSPIN LTD.      ,373630400.00
1406,PALREDTEC,PALRED TECHNOLOGIES LTD  ,371297392.90
1407,KEYCORPSER,KEYNOTE CORP. SERV. LTD  ,369164631.40
1408,METALFORGE,METALYST FORGINGS LIMITED,365820000.00
1409,DIAPOWER,DIAMOND POWER INFRA LTD  ,364109416.65
1410,TREJHARA,TREJHARA SOLUTIONS LTD   ,363351163.50
1411,DHARSUGAR,DHARANI SUGARS & CHEMICAL,360220000.00
1412,CASTEXTECH,CASTEX TECHNOLOGIES LTD. ,359216696.10
1413,SOMICONVEY,SOMI CONVEYOR BELT. LTD. ,352211714.40
1414,DIGJAMLTD,DIGJAM LIMITED           ,350566484.00
1415,INDLMETER,IMP POWERS LTD           ,347621660.75
1416,FCSSOFT,FCS SOFTWARE SOLN. LTD.  ,341910620.00
1417,MANGTIMBER,MANGALAM TIMBER PRODUCTS ,341806010.00
1418,MCDHOLDING,MCDOWELL HOLDINGS LTD.   ,340011869.40
1419,PDPL,PARENTERAL DRUGS LTD     ,339905820.00
1420,PATSPINLTD,PATSPIN INDIA LTD        ,338574000.00
1421,SHREERAMA,SHREE RAMA MULTI TECH LTD,335800965.00
1422,AGRITECH,AGRI-TECH (INDIA) LIMITED,335313000.00
1423,ORIENTALTL,ORIENTAL TRIMEX LTD      ,332202173.20
1424,GLOBOFFS,GLOBAL OFFSHORE SERV LTD ,328892946.90
1425,MEGASOFT,MEGASOFT LTD             ,325364603.55
1426,INDSWFTLTD,IND-SWIFT LIMITED        ,324987918.00
1427,STINDIA,STI INDIA LTD            ,317550000.00
1428,ARROWTEX,ARROW TEXTILES LIMITED   ,317081584.35
1429,ADROITINFO,ADROIT INFOTECH LIMITED  ,312372061.20
1430,REFEX,REFEX INDUSTRIES LIMITED ,311824796.40
1431,EMCO,EMCO LIMITED             ,308986928.25
1432,KERNEX,KERNEX MICROSYS(I) LTD   ,305616564.75
1433,CINEVISTA,CINEVISTA LIMITED        ,304413317.50
1434,OISL,OCL IRON AND STEEL LTD   ,301822110.00
1435,BANARBEADS,BANARAS BEADS LTD        ,301616289.90
1436,VASWANI,VASWANI IND LTD          ,301500000.00
1437,ARIHANT,ARIHANT FOUN & HOU LTD   ,293690000.00
1438,DBSTOCKBRO,DB (INT) STOCK BROKERS   ,292250000.00
1439,KESARENT,KESAR ENTERPRISES LTD.   ,284247032.40
1440,INDOTHAI,INDO THAI SEC LTD        ,282500000.00
1441,NATNLSTEEL,NATIONAL STEEL & AGRO IND,280350000.00
1442,NAGREEKEXP,NAGREEKA EXPORTS LTD.    ,279368295.00
1443,BHANDARI,BHANDARI HOSIERY EXP LTD ,278401205.00
1444,TIMESGTY,TIMES GUARANTY LIMITED   ,277888304.10
1445,BLBLIMITED,BLB LIMITED              ,277542604.50
1446,JINDALPHOT,JINDAL PHOTO LIMITED     ,277487718.30
1447,PNC,PRITISH NANDY COMMUNICATI,271979600.00
1448,LFIC,LAKSHMI FIN IND CORP LTD ,270000000.00
1449,EDUCOMP,EDUCOMP SOLUTIONS LTD    ,269427769.60
1450,ELAND,E-LAND APPAREL LIMITED   ,268746626.40
1451,BURNPUR,BURNPUR CEMENT LTD.      ,266985525.30
1452,NKIND,NK INDUSTRIES LTD        ,253617780.00
1453,GOLDTECH,GOLDSTONE TECHNOLOGIES LT,247923271.20
1454,PETRONENGG,PETRON ENGG CONSTRUCT LTD,246882600.00
1455,ORTINLABSS,ORTIN LABORATORIES LTD   ,243094740.00
1456,CALSOFT,CALIFORNIA SOFTWARE CO LT,241117617.00
1457,MUKANDENGG,MUKAND ENGINEERS LIMITED ,240132840.00
1458,THIRUSUGAR,THIRU AROORAN SUGARS LTD.,239348712.60
1459,LYPSAGEMS,LYPSA GEMS & JEWEL LTD   ,237346200.00
1460,NAGAROIL,NAGARJUNA OIL REFINERY   ,235500001.55
1461,ADHUNIK,ADHUNIK METALIKS LTD.    ,234649118.40
1462,VARDMNPOLY,VARDHMAN POLYTEX LTD.    ,234055048.50
1463,EASUNREYRL,EASUN REYROLLE LTD       ,232495764.55
1464,ZENITHEXPO,ZENITH EXPORTS LTD       ,230959500.00
1465,HILTON,HILTON METAL FORGING LTD ,228329343.60
1466,21STCENMGM,21ST CENTURY MGMT SERVICE,226275000.00
1467,JINDCOT,JINDAL COTEX LTD         ,222765543.00
1468,ZICOM,ZICOM ELECT SEC SYS LTD  ,220549154.35
1469,PREMIER,PREMIER LIMITED          ,220201132.50
1470,MAGNUM,MAGNUM VENTURES LTD.     ,216210833.00
1471,BARTRONICS,BARTRONICS INDIA LIMITED ,216210267.35
1472,GAYAHWS,GAYATRI HIGHWAYS LIMITED ,215686710.00
1473,DSSL,DYNACONS SYS & SOLN LTD  ,213459672.00
1474,EXCEL,EXCEL REALTY N INFRA LTD ,211604258.25
1475,KARMAENG,KARMA ENERGY LIMITED     ,211151003.50
1476,KSERASERA,KSS LIMITED              ,207938634.00
1477,STAMPEDE,STAMPEDE CAPITAL LTD     ,206110080.00
1478,PEARLPOLY,PEARL POLYMERS LTD       ,202860930.60
1479,SGL,STL GLOBAL LIMITED       ,202431855.00
1480,RKDL,RAVI KUMAR DIST. LTD.    ,201600000.00
1481,HISARMETAL,HISAR METAL IND. LIMITED ,201150000.00
1482,ZODJRDMKJ,ZODIAC JRD-MKJ LTD       ,200098084.30
1483,CUBEXTUB,CUBEX TUBINGS LTD        ,199749701.25
1484,MIC,MIC ELECTRONICS LIMITED  ,198228887.10
1485,BAFNAPHARM,BAFNA PHARMACEUTICALS L  ,195891517.50
1486,SHILPI,SHILPI CABLE TECH LTD    ,193606476.00
1487,BILENERGY,BIL ENERGY SYSTEMS LTD   ,190274400.00
1488,3PLAND,3P LAND HOLDINGS LIMITED ,189000000.00
1489,TCIFINANCE,TCI FINANCE LTD          ,184076649.90
1490,SALORAINTL,SALORA INTERNATIONAL LTD ,184072570.00
1491,ABMINTLTD,ABM INTERNATIONAL LTD    ,184044000.00
1492,USHERAGRO,USHER AGRO LTD           ,182528050.85
1493,SEPOWER,S.E. POWER LIMITED       ,180714500.00
1494,ONELIFECAP,ONELIFE CAP ADVISORS LTD ,180360000.00
1495,MASKINVEST,MASK INVESTMENTS LIMITED ,173020050.00
1496,VIVIDHA,VISAGAR POLYTEX LTD      ,172340373.10
1497,TREEHOUSE,TREE HOUSE EDU LTD       ,171358432.20
1498,ROHITFERRO,ROHIT FERRO-TECH LIMITED ,170664184.50
1499,VIJSHAN,VIJAY SHANTHI BUILD LTD  ,168916921.50
1500,NAGREEKCAP,NAGREEKA CAP & INFR.LTD  ,167152725.00
1501,COUNCODOS,COUNTRY CONDO'S LIMITED  ,166834195.00
1502,EUROTEXIND,EUROTEX INDUSTRIES LTD   ,166684928.25
1503,EDL,EMPEE DISTI. LTD.        ,162414811.65
1504,GTNIND,GTN INDUSTRIES LIMITED   ,159617439.80
1505,KHANDSE,KHANDWALA SECURITIES LTD ,158788700.00
1506,BSELINFRA,BSEL INFRASTRUCTURE REALT,152841154.00
1507,SANCO,SANCO INDUSTRIES LIMITED ,152717400.00
1508,CELESTIAL,CELESTIAL BIOLABS LTD    ,150199227.50
1509,EASTSILK,EASTERN SILK INDUSTRIES L,150009978.00
1510,SABTN,SRI ADHIKARI BROS.       ,148514125.00
1511,JYOTISTRUC,JYOTI STRUCTURES LTD     ,147862408.50
1512,KHAITANLTD,KHAITAN (INDIA)LTD.      ,147725000.00
1513,UNITY,UNITY INFRAPROJECTS LTD  ,145052162.40
1514,MOHITIND,MOHIT INDUSTRIES LTD     ,142283628.75
1515,VIMALOIL,VIMAL O & F LTD          ,136682000.00
1516,RADAAN,RADAAN MEDIAWORKS (I) LTD,134221032.00
1517,VICEROY,VICEROY HOTELS LIMITED   ,133576455.60
1518,SOMATEX,SOMA TEXTILES & INDUST LT,132132000.00
1519,SPENTEX,SPENTEX IND. LTD         ,130169450.75
1520,KAVVERITEL,KAVVERI TEL. LTD.        ,128795264.00
1521,PSL,PSL LIMITED              ,124934484.00
1522,ORTEL,ORTEL COMMUNICATIONS LTD ,123663375.00
1523,MVL,MVL LIMITED              ,120248640.00
1524,PARABDRUGS,PARABOLIC DRUGS LTD      ,117594826.60
1525,LAKPRE,LAKSHMI PRE SCRE LTD     ,114340420.15
1526,GTNTEX,GTN TEXTILES LIMITED     ,112330612.70
1527,TVVISION,TV VISION LIMITED        ,111822400.00
1528,GOENKA,GOENKA DIAMOND&JEWELS LTD,110950000.00
1529,MANDHANA,MANDHANA INDUS. LTD      ,109308912.90
1530,SMPL,SPLENDID METAL PRODUCTS L,105353808.35
1531,KHAITANELE,KHAITAN ELECTRICALS LTD  ,105060000.00
1532,REGENCERAM,REGENCYCERAMICS-LTD      ,100478026.80
1533,TFL,TRANSWARRANTY FIN. LTD.  ,99065300.40
1534,TECHIN,TECHINDIA NIRMAN LIMITED ,98849400.00
1535,BHARATIDIL,BHARATI DEF & INFRA LTD  ,98082936.90
1536,ABGSHIP,ABG SHIPYARD LTD         ,97255526.40
1537,HAVISHA,SRI HAVISHA HOSP & INFR L,92121480.00
1538,ZENITHBIR,ZENITH BIRLA (INDIA) LTD ,91896313.60
1539,VIJIFIN,VIJI FINANCE LIMITED     ,90750000.00
1540,RAINBOWPAP,RAINBOW PAPERS LTD       ,90284705.00
1541,SPYL,SHEKHAWATI POLY-YARN LTD.,86175000.00
1542,RAJVIR,RAJVIR INDUSTRIES LIMITED,85689747.00
1543,PBAINFRA,PBA INFRASTRUCTURE LTD.  ,83703484.40
1544,METKORE,METKORE ALLOYS & IND LTD ,80990446.25
1545,WSI,W.S.INDUSTRIES (I) LTD.  ,78781821.00
1546,CYBERMEDIA,CYBER MEDIA (INDIA) LTD. ,78490176.20
1547,BLUEBLENDS,BLUE BLENDS (I) LTD      ,76861806.15
1548,NTL,NEUEON TOWERS LIMITED    ,76335145.20
1549,SYNCOM,SYNCOM HEALTHCARE LTD    ,76000000.00
1550,PRADIP,PRADIP OVERSEAS LTD      ,75082283.65
1551,GUJRAFFIA,GUJARAT RAFFIA INDUST LTD,74921625.00
1552,BIOFILCHEM,BIOFIL CHEM & PHARMA LTD.,73401035.00
1553,CHROMATIC,CHROMATIC INDIA LTD      ,71046100.00
1554,SRSLTD,SRS LIMITED              ,69645506.50
1555,SHYAMTEL,SHYAM TELECOM LIMITED    ,68183500.00
1556,NIRAJISPAT,NIRAJ ISPAT IND LTD      ,67200000.00
1557,HINDSYNTEX,HIND SYNTEX LTD          ,66772650.00
1558,INTEGRA,INTEGRA GARMENT & TEX LTD,65398228.20
1559,TARAPUR,TARAPUR TRANSFORMERS LTD ,62400035.20
1560,NORBTEAEXP,NORBEN TEA & EXPORTS LTD ,62275000.00
1561,TANTIACONS,TANTIA CONST LTD         ,61174964.50
1562,ANTGRAPHIC,ANTARCTICA LTD           ,60154800.00
1563,WINSOME,WINSOME YARNS LIMITED    ,60101144.65
1564,KALYANI,KALYANI COMMERCIALS LTD  ,59650000.00
1565,SUBCAPCITY,INTERNATIONAL CONST LTD  ,57598266.00
1566,ANKITMETAL,ANKIT MET & POW LTD      ,56444200.00
1567,NUTEK,NU TEK INDIA LTD         ,54081510.00
1568,HBSL,HB STOCKHOLDINGS LIMITED ,53889370.75
1569,CREATIVEYE,CREATIVE EYE LIMITED     ,53154362.50
1570,PROSEED,PROSEED INDIA LIMITED    ,52859639.80
1571,PRAKASHSTL,PRAKASH STEELAGE LTD     ,52500117.00
1572,SUJANAUNI,SUJANA UNI. INDS. LTD.   ,50652321.60
1573,EUROCERA,EURO CERAMICS LTD        ,50606575.50
1574,GANGOTRI,GANGOTRI TEXTILES LTD.   ,50552682.70
1575,RAMGOPOLY,RAMGOPAL POLYTEX LIMITED ,47125000.00
1576,SPCENET,SPACENET ENTERS IND LTD  ,46567660.50
1577,UMESLTD,USHA MARTIN EDU & SOL LTD,43586088.15
1578,BGLOBAL,BHARATIYA GLOBAL INFO LTD,41984241.50
1579,ARENTERP,RAJDARSHAN INDUSTRIES LTD,41340390.00
1580,JAINSTUDIO,JAIN STUDIOS LIMITED     ,40886919.00
1581,GISOLUTION,GI ENGINEERING SOLNS LTD ,36169887.60
1582,RAJRAYON,RAJ RAYON INDUSTRIES LTD ,34645400.00
1583,TNTELE,TAMILNADU TELECOMMUNICATI,33982950.00
1584,SABEVENTS,SAB EVENTS & GOVERNANCE  ,33547875.20
1585,ALCHEM,ALCHEMIST LTD            ,33221510.00
1586,KAUSHALYA,KAUSHALYA INFRA DEV LTD. ,31167567.00
1587,IMPEXFERRO,IMPEX FERRO TECH LIMITED ,30776061.40
1588,HOTELRUGBY,HOTEL RUGBY LTD          ,27213320.00
1589,THOMASCOTT,THOMAS SCOTT (INDIA) LTD ,25764000.00
1590,DCMFINSERV,DCM FINANCIAL SERVICES LT,23477483.75
1591,PAEL,PAE LIMITED              ,23444100.00
1592,JAIHINDPRO,JAIHIND PROJECTS LTD     ,22442118.90
1593,GEMINI,GEMINI COMM. LTD         ,20829563.60
1594,EUROMULTI,EURO MULTIVISION LTD     ,20230041.65
1595,TARAJEWELS,TARA JEWELS LIMITED      ,19698280.00
1596,JIKIND,JIK INDUSTRIES LTD       ,19581494.10
1597,XLENERGY,XL ENERGY LIMITED        ,19358237.45
1598,MELSTAR,MELSTAR INFORMATION TECH ,18568080.70
1599,QUINTEGRA,QUINTEGRA SOLUTIONS LTD. ,17428989.50
1600,SITASHREE,SITA SHREE FOOD PROD LTD ,16700504.40
1601,ANGIND,ANG INDUSTRIES LIMITED   ,14481000.00
1602,SGFL,SHREE GANESH FORG. LTD   ,12500474.00
1603,CURATECH,CURA TECHNOLOGIES LTD    ,9555000.00
1604,RAMSARUP,RAMSARUP INDUSTRIES LTD  ,8769620.00
1605,TODAYS,TODAYS WRITING INSTRUMENT,3843990.00
